timesteps,ep_rew_mean,ep_len_mean
25604,1.0,17.0
25619,1.0,16.6
25634,1.0,16.2
25650,1.0,15.4
25674,1.0,16.4
25692,1.0,16.8
25708,1.0,16.5
25723,1.0,16.6
25739,1.0,16.5
25754,1.0,16.5
25770,1.0,16.6
25786,1.0,16.7
25800,1.0,16.6
25819,1.0,16.9
25832,1.0,15.8
25845,1.0,15.3
25858,1.0,15.0
25878,1.0,15.5
25895,1.0,15.6
25911,1.0,15.7
25924,1.0,15.4
25944,1.0,15.8
25959,1.0,15.9
25974,1.0,15.5
25995,1.0,16.3
26009,1.0,16.4
26024,1.0,16.6
26047,1.0,16.9
26061,1.0,16.6
26081,1.0,17.0
26095,1.0,17.1
26110,1.0,16.6
26129,1.0,17.0
26143,1.0,16.9
26157,1.0,16.2
26173,1.0,16.4
26187,1.0,16.3
26207,1.0,16.0
26223,1.0,16.2
26236,1.0,15.5
26256,1.0,16.1
26270,1.0,16.0
26292,1.0,16.3
26310,1.0,16.7
26326,1.0,16.9
26339,1.0,16.6
26352,1.0,16.5
26372,1.0,16.5
26393,1.0,17.0
26412,1.0,17.6
26426,1.0,17.0
26443,1.0,17.3
26459,1.0,16.7
26474,1.0,16.4
26491,1.0,16.5
26504,1.0,16.5
26519,1.0,16.7
26537,1.0,16.5
26550,1.0,15.7
26564,1.0,15.2
26579,1.0,15.3
26604,1.0,16.1
26618,1.0,15.9
26637,1.0,16.3
26651,1.0,16.0
26668,1.0,16.4
26684,1.0,16.5
26700,1.0,16.3
26714,1.0,16.4
26728,1.0,16.4
26744,1.0,16.5
26761,1.0,15.7
26783,1.0,16.5
26798,1.0,16.1
26812,1.0,16.1
26825,1.0,15.7
26842,1.0,15.8
26854,1.0,15.4
26867,1.0,15.3
26879,1.0,15.1
26895,1.0,15.1
26909,1.0,14.8
26922,1.0,13.9
26936,1.0,13.8
26953,1.0,14.1
26967,1.0,14.2
26980,1.0,13.8
26992,1.0,13.8
27009,1.0,14.2
