timesteps,ep_rew_mean,ep_len_mean
37133,1.0073,11.4
37139,1.0073,11.2
37187,1.0,15.1
37194,1.0073,14.7
37201,1.0073,14.1
37222,1.0,15.4
37229,0.9854,15.5
37235,0.9927,15.0
37242,1.0073,15.2
37248,1.0073,12.1
37255,1.0073,12.2
37261,1.022,12.2
37276,1.022,8.9
37294,1.0146,10.0
37300,1.022,9.9
37308,1.0293,8.6
37349,1.0439,12.0
37356,1.0366,12.1
37366,1.0366,12.4
37373,1.0513,12.5
37385,1.0439,13.0
37391,1.0439,13.0
37406,1.0513,13.0
37418,1.0439,12.4
37425,1.0439,12.5
37433,1.0293,12.5
37440,1.0146,9.1
37483,1.0146,12.7
37497,1.0146,13.1
37512,1.0073,13.9
37520,1.0146,13.5
37534,1.0146,14.3
37550,1.0146,14.4
37558,1.0146,14.0
37568,1.0,14.3
37578,1.0073,14.5
37587,1.0073,14.7
37593,1.0,11.0
37601,0.9854,10.4
37609,0.978,9.7
37618,0.978,9.8
37638,0.9707,10.4
37644,0.9707,9.4
37653,0.978,9.5
37665,0.9854,9.7
37675,0.9927,9.7
37722,1.0,13.5
37728,1.0146,13.5
37741,1.0146,14.0
37749,1.0146,14.0
37760,1.0073,14.2
37767,1.0146,12.9
37780,1.0073,13.6
37788,1.0146,13.5
37800,1.0146,13.5
37806,1.0,13.1
37824,1.0,10.2
37829,0.9854,10.1
37834,0.9854,9.3
37839,0.9854,9.0
37859,0.9927,9.9
37866,0.978,9.9
37872,0.9707,9.2
37881,0.9707,9.3
37890,0.9707,9.0
37907,0.978,10.1
37913,0.9854,8.9
37941,0.9927,11.2
37950,0.9927,11.6
37963,0.9927,12.4
37971,0.9927,11.2
37978,0.9927,11.2
37984,1.0073,11.2
37992,1.0,11.1
37999,1.0073,10.9
38008,1.0,10.1
38014,1.0,10.1
38053,1.0,11.2
38060,1.0146,11.0
38069,1.0146,10.6
38078,1.0,10.7
38085,1.0,10.7
38092,1.0,10.8
38098,1.0073,10.6
38124,1.0,12.5
38132,1.0146,12.4
38142,1.0146,12.8
38150,1.0073,9.7
38158,0.9927,9.8
38166,1.0,9.7
38172,1.0146,9.4
38185,1.022,10.0
38198,1.0073,10.6
38207,1.0073,10.9
38217,1.0073,9.3
38224,1.0073,9.2
38231,1.0073,8.9
38238,1.0073,8.8
38247,1.022,8.9
38255,1.0146,8.9
38272,1.0,10.0
38278,1.0073,9.3
38288,1.0146,9.0
38366,1.0073,15.9
38373,1.0146,15.6
38383,1.0073,15.9
38394,1.0073,16.3
38402,1.022,16.4
38409,1.0146,16.2
38436,1.022,18.1
38457,1.0293,18.5
38462,1.0146,18.4
38470,1.022,18.2
38476,1.0293,11.0
38507,1.022,13.4
38519,1.0146,13.6
38528,1.0073,13.4
38543,1.0,14.1
38556,1.0,14.7
38562,1.0073,12.6
38569,1.0146,11.2
38576,1.0293,11.4
38585,1.022,11.5
38599,1.0146,12.3
38605,1.022,9.8
38618,1.022,9.9
38625,1.0293,9.7
38648,1.0293,10.5
38659,1.022,10.3
38666,1.022,10.4
38674,1.022,10.5
38684,1.022,10.8
38691,1.0146,10.6
38705,1.0146,10.6
38712,1.0146,10.7
38724,1.022,10.6
38732,1.0073,10.7
38739,1.0146,9.1
38785,1.022,12.6
38824,1.0146,15.8
