timesteps,ep_rew_mean,ep_len_mean
26437,2.25,21.7
26463,2.25,22.7
26486,2.25,19.1
26505,2.25,19.4
26521,2.25,18.9
26561,2.25,21.0
26574,2.25,20.0
26591,2.25,20.4
26611,2.25,20.5
26625,2.25,20.4
26641,2.25,20.4
26670,2.25,20.7
26683,2.25,19.7
26695,2.25,19.0
26711,2.25,19.0
26723,2.25,16.2
26737,2.25,16.3
26756,2.25,16.5
26770,2.25,15.9
26785,2.25,16.0
26799,2.25,15.8
26813,2.25,14.3
26849,2.25,16.6
26863,2.25,16.8
26881,2.25,17.0
26893,2.25,17.0
26948,2.25,21.1
26960,2.25,20.4
26973,2.25,20.3
26986,2.25,20.1
27002,2.25,20.3
27016,2.25,20.3
27038,2.25,18.9
27052,2.25,18.9
27064,2.25,18.3
27080,2.25,18.7
27092,2.25,14.4
27119,2.25,15.9
27131,2.25,15.8
27146,2.25,16.0
27160,2.25,15.8
27175,2.25,15.9
27188,2.25,15.0
27201,2.25,14.9
27217,2.25,15.3
27233,2.25,15.3
27249,2.25,15.7
27264,2.25,14.5
27279,2.25,14.8
27295,2.25,14.9
27308,2.25,14.8
27323,2.25,14.8
27339,2.25,15.1
27353,2.25,15.2
27374,2.25,15.7
27413,2.25,18.0
27428,2.25,17.9
27443,2.25,17.9
27460,2.25,18.1
27474,2.25,17.9
27488,2.25,18.0
27504,2.25,18.1
27523,2.25,18.4
27538,2.25,18.5
27550,2.25,17.6
27567,2.25,15.4
27582,2.25,15.4
27602,2.25,15.9
27620,2.25,16.0
27635,2.25,16.1
27647,2.25,15.9
27660,2.25,15.6
27677,2.25,15.4
27691,2.25,15.3
27703,2.25,15.3
27716,2.25,14.9
27729,2.25,14.7
27742,2.25,14.0
27756,2.25,13.6
27774,2.25,13.9
27804,2.25,15.7
27833,2.25,17.3
27848,2.25,17.1
27863,2.25,17.2
27882,2.25,17.9
27896,2.25,18.0
27914,2.25,18.5
27928,2.25,18.6
27945,2.25,18.9
27962,2.25,18.8
27976,2.25,17.2
27992,2.25,15.9
28007,2.25,15.9
28022,2.25,15.9
28040,2.25,15.8
28052,2.25,15.6
28067,2.25,15.3
28080,2.25,15.2
28094,2.25,14.9
28113,2.25,15.1
28145,2.25,16.9
28160,2.25,16.8
28172,2.25,16.5
28186,2.25,16.4
28200,2.25,16.0
28233,2.25,18.1
28248,2.25,18.1
28262,2.25,18.2
28276,2.25,18.2
28291,2.25,17.8
28306,2.25,16.1
28321,2.25,16.1
28334,2.25,16.2
28347,2.25,16.1
28368,2.25,16.8
28393,2.25,16.0
28420,2.25,17.2
28432,2.25,17.0
28448,2.25,17.2
28465,2.25,17.4
28479,2.25,17.3
28492,2.25,17.1
28507,2.25,17.3
28521,2.25,17.4
28537,2.25,16.9
28556,2.25,16.3
28569,2.25,14.9
28586,2.25,15.4
28613,2.25,16.5
28626,2.25,16.1
28643,2.25,16.4
28658,2.25,16.6
28671,2.25,16.4
28686,2.25,16.5
28699,2.25,16.2
28717,2.25,16.1
28735,2.25,16.6
28747,2.25,16.1
28762,2.25,14.9
28800,2.25,17.4
28814,2.25,17.1
28827,2.25,16.9
28839,2.25,16.8
28852,2.25,16.6
28876,2.25,17.7
28888,2.25,17.1
28904,2.25,16.9
28916,2.25,16.9
28928,2.25,16.6
