timesteps,ep_rew_mean,ep_len_mean
65544,1.8161,47.2
65559,1.8264,43.6
65583,1.8148,38.8
65640,1.8229,40.4
65657,1.8171,40.4
65673,1.8112,39.6
65696,1.8112,40.1
65735,1.7985,27.7
65752,1.7833,24.5
65773,1.7891,25.3
65797,1.7833,25.3
65817,1.7716,25.8
65870,1.7658,28.7
65896,1.7496,25.6
65930,1.7568,27.3
65948,1.772,27.5
65973,1.7895,27.7
66006,1.7871,27.1
66031,1.7895,27.9
66047,1.7954,27.4
66070,1.808,27.3
66087,1.8022,27.0
66147,1.8148,27.7
66177,1.8309,28.1
66291,1.8363,36.1
66323,1.8386,37.5
66349,1.8211,37.6
66371,1.8269,36.5
66407,1.8245,37.6
66434,1.8187,38.7
66602,1.8119,53.2
66626,1.8119,53.9
66661,1.8017,51.4
66691,1.7784,51.4
66768,1.7682,47.7
66901,1.774,57.8
66971,1.7922,62.2
66993,1.7864,62.2
67025,1.8039,61.8
67088,1.8133,65.4
67101,1.8074,49.9
67149,1.8191,52.3
67159,1.8167,49.8
67193,1.8167,50.2
67241,1.8215,47.3
67274,1.804,37.3
67352,1.7916,38.1
67362,1.7916,36.9
67404,1.7923,37.9
67422,1.7888,33.4
67545,1.7994,44.4
67600,1.808,45.1
67616,1.8139,45.7
67641,1.8163,44.8
67700,1.8324,45.9
67757,1.8499,48.3
67784,1.8441,43.2
67805,1.8567,44.3
67829,1.856,42.5
67853,1.8515,43.1
67929,1.8535,38.4
67956,1.8571,35.6
68395,1.8665,77.9
68417,1.8699,77.6
68443,1.8699,74.3
68488,1.8668,73.1
68568,1.874,78.4
68589,1.8614,78.4
68631,1.8556,80.2
68683,1.8542,83.0
68719,1.8474,79.0
68751,1.8259,79.5
68766,1.8107,37.1
68787,1.8107,37.0
68809,1.7932,36.6
68843,1.7754,35.5
68879,1.7884,31.1
68898,1.8036,30.9
68924,1.8072,29.3
68950,1.8072,26.7
68984,1.8072,26.5
69003,1.8164,25.2
69021,1.8164,25.5
69086,1.813,29.9
69417,1.8096,60.8
69435,1.8072,59.2
69458,1.8044,57.9
69503,1.7916,60.5
69517,1.7881,59.3
69577,1.7929,62.7
69715,1.8023,73.1
69731,1.8023,72.8
69769,1.8198,74.8
69795,1.829,70.9
69833,1.829,41.6
69862,1.8442,42.7
69889,1.8267,43.1
69907,1.8267,40.4
69924,1.8209,40.7
69979,1.8336,40.2
70005,1.8242,29.0
70049,1.8184,31.8
70079,1.8135,31.0
70114,1.8252,31.9
70154,1.8344,32.1
70181,1.8216,31.9
70198,1.8216,30.9
70229,1.8344,32.2
70239,1.8344,31.5
70264,1.8237,28.5
70296,1.8412,29.1
70317,1.847,26.8
70331,1.8461,25.2
70358,1.8227,24.4
70380,1.8169,22.6
70414,1.8145,23.3
70453,1.8169,25.5
70479,1.8192,25.0
70501,1.8206,26.2
70524,1.8138,26.0
70582,1.7963,28.6
70593,1.7905,27.6
70622,1.7812,29.1
70655,1.7938,29.7
70679,1.8083,29.9
70707,1.8083,29.3
70728,1.8117,27.5
70739,1.7966,26.0
70753,1.8069,25.2
70781,1.8244,25.7
70811,1.8244,22.9
70832,1.8292,23.9
70888,1.8394,26.6
70904,1.8268,24.9
70927,1.8137,24.8
70943,1.8196,23.6
70975,1.8312,24.7
70992,1.8347,25.3
71023,1.823,27.0
71070,1.8021,28.9
71085,1.7962,27.4
71116,1.7856,28.4
71142,1.7802,25.4
71158,1.7977,25.4
71186,1.7963,25.9
71201,1.8021,25.8
71224,1.8029,24.9
71260,1.7994,26.8
71284,1.8053,26.1
71299,1.8053,22.9
71313,1.8111,22.8
71329,1.8169,21.3
71343,1.8156,20.1
71366,1.8039,20.8
71389,1.7981,20.3
71419,1.7922,21.8
71442,1.7857,21.8
71474,1.7857,21.4
71498,1.774,21.4
71518,1.7774,21.9
71576,1.7716,26.3
