timesteps,ep_rew_mean,ep_len_mean
28761,1.0,8.6
28770,1.0,8.4
28777,1.0,8.4
28789,1.0,8.9
28799,1.0,9.2
28808,1.0,9.1
28817,1.0,8.9
28823,1.0,8.4
28833,1.0,8.6
28841,1.0,8.9
28849,1.0,8.8
28857,1.0,8.7
28866,1.0,8.9
28875,1.0,8.6
28887,1.0,8.8
28897,1.0,8.9
28905,1.0,8.8
28913,1.0,9.0
28924,1.0,9.1
28934,1.0,9.3
28940,1.0,9.1
28950,1.0,9.3
28961,1.0,9.5
28972,1.0,9.7
28981,1.0,9.4
28988,1.0,9.1
29024,1.0,11.9
29030,1.0,11.7
29038,1.0,11.4
29046,1.0,11.2
29052,1.0,11.2
29062,1.0,11.2
29067,1.0,10.6
29079,1.0,10.7
29084,1.0,10.3
29094,1.0,10.6
29101,1.0,7.7
29108,1.0,7.8
29116,1.0,7.8
29124,1.0,7.8
29134,1.0,8.2
29143,1.0,8.1
29151,1.0,8.4
29166,1.0,8.7
29172,1.0,8.8
29180,1.0,8.6
29192,1.0,9.1
29202,1.0,9.4
29207,1.0,9.1
29213,1.0,8.9
29225,1.0,9.1
29236,1.0,9.3
29242,1.0,9.1
29250,1.0,8.4
29284,1.0,11.2
29294,1.0,11.4
29302,1.0,11.0
29309,1.0,10.7
29318,1.0,11.1
29326,1.0,11.3
29332,1.0,10.7
29341,1.0,10.5
29348,1.0,10.6
29353,1.0,10.3
29361,1.0,7.7
29369,1.0,7.5
29377,1.0,7.5
29382,1.0,7.3
29399,1.0,8.1
29412,1.0,8.6
29425,1.0,9.3
29435,1.0,9.4
29445,1.0,9.7
29452,1.0,9.9
29466,1.0,10.5
29477,1.0,10.8
29487,1.0,11.0
29503,1.0,12.1
29517,1.0,11.8
29528,1.0,11.6
29534,1.0,10.9
29539,1.0,10.4
29544,1.0,9.9
29551,1.0,9.9
29561,1.0,9.5
29566,1.0,8.9
29575,1.0,8.8
29582,1.0,7.9
29592,1.0,7.5
29599,1.0,7.1
29605,1.0,7.1
29616,1.0,7.7
29623,1.0,7.9
29631,1.0,8.0
29646,1.0,8.5
29657,1.0,9.1
29669,1.0,9.4
29679,1.0,9.7
29687,1.0,9.5
29695,1.0,9.6
29705,1.0,10.0
29718,1.0,10.2
29728,1.0,10.5
29739,1.0,10.8
29747,1.0,10.1
29757,1.0,10.0
29765,1.0,9.6
29770,1.0,9.1
29777,1.0,9.0
29787,1.0,9.2
29798,1.0,9.3
29807,1.0,8.9
29813,1.0,8.5
29823,1.0,8.4
29831,1.0,8.4
29841,1.0,8.4
29848,1.0,8.3
29854,1.0,8.4
29864,1.0,8.7
29871,1.0,8.4
29883,1.0,8.5
29896,1.0,8.9
29907,1.0,9.4
29923,1.0,10.0
29928,1.0,9.7
29937,1.0,9.6
29943,1.0,9.5
29956,1.0,10.2
29962,1.0,9.8
29970,1.0,9.9
29983,1.0,10.0
29993,1.0,9.7
30001,1.0,9.4
30009,1.0,8.6
30021,1.0,9.3
30028,1.0,9.1
30033,1.0,9.0
30040,1.0,8.4
30049,1.0,8.7
30058,1.0,8.8
30064,1.0,8.1
30073,1.0,8.0
30078,1.0,7.7
30090,1.0,8.1
30099,1.0,7.8
30105,1.0,7.7
30114,1.0,8.1
30125,1.0,8.5
30130,1.0,8.1
30140,1.0,8.2
30146,1.0,8.2
30153,1.0,8.0
30162,1.0,8.4
30171,1.0,8.1
30179,1.0,8.0
30187,1.0,8.2
30192,1.0,7.8
30202,1.0,7.7
30210,1.0,8.0
30219,1.0,7.9
30229,1.0,8.3
30236,1.0,8.3
30243,1.0,8.1
30253,1.0,8.2
30286,1.0,10.7
30294,1.0,10.7
30302,1.0,11.0
30308,1.0,10.6
30313,1.0,10.3
30319,1.0,10.0
30340,1.0,11.1
30349,1.0,11.3
30358,1.0,11.5
30365,1.0,11.2
30373,1.0,8.7
30384,1.0,9.0
30400,1.0,9.8
30409,1.0,10.1
30416,1.0,10.3
30422,1.0,10.3
30431,1.0,9.1
30440,1.0,9.1
30451,1.0,9.3
30458,1.0,9.3
30467,1.0,9.4
30482,1.0,9.8
30496,1.0,9.6
30510,1.0,10.1
30523,1.0,10.7
30532,1.0,11.0
30569,1.0,13.8
30583,1.0,14.3
30591,1.0,14.0
30599,1.0,14.1
30610,1.0,14.3
30617,1.0,13.5
30623,1.0,12.7
30629,1.0,11.9
30637,1.0,11.4
30672,1.0,14.0
30686,1.0,11.7
30695,1.0,11.2
30706,1.0,11.5
30716,1.0,11.7
30723,1.0,11.3
30728,1.0,11.1
30734,1.0,11.1
30741,1.0,11.2
30748,1.0,11.1
30754,1.0,8.2
30759,1.0,7.3
30770,1.0,7.5
30775,1.0,6.9
30784,1.0,6.8
30816,1.0,9.3
30824,1.0,9.6
30833,1.0,9.9
30840,1.0,9.9
30845,1.0,9.7
30851,1.0,9.7
30858,1.0,9.9
30863,1.0,9.3
30871,1.0,9.6
30879,1.0,9.5
30886,1.0,7.0
30891,1.0,6.7
30899,1.0,6.6
